,id_cat,id,org_resource,concept_name,time_timestamp,org_role,case_Rfp_id,case_Permit_travel_permit_number,case_Task,case_OrganizationalEntity,case_RequestedAmount,case_Activity,case_Permit_TaskNumber,case_Permit_BudgetNumber,case_Permit_ProjectNumber,case_Project,case_concept_name,case_Permit_OrganizationalEntity,case_Permit_RequestedBudget,case_Cost_Type,case_Permit_id,case_Permit_ActivityNumber,case_RfpNumber
7473,st_step_class_0,185460,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-14 13:12:17,ADMINISTRATION,185457,424,185446,65469,146,505,427,425,426,503,185457,65454,923,0,423,UNKNOWN,185458
7474,st_step_class_0,185462,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-03-14 14:37:42,BUDGET OWNER,185457,424,185446,65469,146,505,427,425,426,503,185457,65454,923,0,423,UNKNOWN,185458
7475,st_step_class_0,185461,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-15 08:30:54,SUPERVISOR,185457,424,185446,65469,146,505,427,425,426,503,185457,65454,923,0,423,UNKNOWN,185458
7476,rp_request_class_15,185457,SYSTEM,Request Payment,2018-03-15 10:29:19,UNDEFINED,185457,424,185446,65469,146,505,427,425,426,503,185457,65454,923,0,423,UNKNOWN,185458
7477,rp_request_class_16,185457,SYSTEM,Payment Handled,2018-03-19 16:30:54,UNDEFINED,185457,424,185446,65469,146,505,427,425,426,503,185457,65454,923,0,423,UNKNOWN,185458
7478,st_step_class_0,42824,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-14 14:20:48,EMPLOYEE,42816,42815,30318,65462,790,505,427,4932,30315,503,42816,65459,3276,0,42814,UNKNOWN,42817
7479,st_step_class_0,42825,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-14 14:20:50,ADMINISTRATION,42816,42815,30318,65462,790,505,427,4932,30315,503,42816,65459,3276,0,42814,UNKNOWN,42817
7480,st_step_class_0,42822,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018-03-15 10:39:58,SUPERVISOR,42816,42815,30318,65462,790,505,427,4932,30315,503,42816,65459,3276,0,42814,UNKNOWN,42817
7481,st_step_class_0,42828,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-19 08:26:18,EMPLOYEE,42816,42815,30318,65462,790,505,427,4932,30315,503,42816,65459,3276,0,42814,UNKNOWN,42817
7482,st_step_class_0,42826,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-19 08:26:47,ADMINISTRATION,42816,42815,30318,65462,790,505,427,4932,30315,503,42816,65459,3276,0,42814,UNKNOWN,42817
7483,st_step_class_0,42827,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-20 09:32:58,SUPERVISOR,42816,42815,30318,65462,790,505,427,4932,30315,503,42816,65459,3276,0,42814,UNKNOWN,42817
7484,st_step_class_0,42823,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-03-21 09:36:50,DIRECTOR,42816,42815,30318,65462,790,505,427,4932,30315,503,42816,65459,3276,0,42814,UNKNOWN,42817
7485,rp_request_class_15,42816,SYSTEM,Request Payment,2018-03-21 09:37:27,UNDEFINED,42816,42815,30318,65462,790,505,427,4932,30315,503,42816,65459,3276,0,42814,UNKNOWN,42817
7486,rp_request_class_16,42816,SYSTEM,Payment Handled,2018-03-22 16:31:12,UNDEFINED,42816,42815,30318,65462,790,505,427,4932,30315,503,42816,65459,3276,0,42814,UNKNOWN,42817
7487,st_step_class_0,42824,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-14 14:20:48,EMPLOYEE,42818,42815,30318,65462,794,505,427,4932,30315,503,42818,65459,3276,0,42814,UNKNOWN,42819
7488,st_step_class_0,42825,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-14 14:20:50,ADMINISTRATION,42818,42815,30318,65462,794,505,427,4932,30315,503,42818,65459,3276,0,42814,UNKNOWN,42819
7489,st_step_class_0,42822,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018-03-15 10:39:58,SUPERVISOR,42818,42815,30318,65462,794,505,427,4932,30315,503,42818,65459,3276,0,42814,UNKNOWN,42819
7490,st_step_class_0,42823,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-03-21 09:36:50,DIRECTOR,42818,42815,30318,65462,794,505,427,4932,30315,503,42818,65459,3276,0,42814,UNKNOWN,42819
7491,st_step_class_0,42831,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-27 13:05:42,EMPLOYEE,42818,42815,30318,65462,794,505,427,4932,30315,503,42818,65459,3276,0,42814,UNKNOWN,42819
7492,st_step_class_0,42830,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-27 13:05:45,ADMINISTRATION,42818,42815,30318,65462,794,505,427,4932,30315,503,42818,65459,3276,0,42814,UNKNOWN,42819
7493,st_step_class_0,42829,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-29 08:04:04,SUPERVISOR,42818,42815,30318,65462,794,505,427,4932,30315,503,42818,65459,3276,0,42814,UNKNOWN,42819
7494,rp_request_class_15,42818,SYSTEM,Request Payment,2018-04-01 09:52:55,UNDEFINED,42818,42815,30318,65462,794,505,427,4932,30315,503,42818,65459,3276,0,42814,UNKNOWN,42819
7495,rp_request_class_16,42818,SYSTEM,Payment Handled,2018-04-05 15:30:53,UNDEFINED,42818,42815,30318,65462,794,505,427,4932,30315,503,42818,65459,3276,0,42814,UNKNOWN,42819
7496,st_step_class_0,44055,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-14 15:57:24,EMPLOYEE,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7497,st_step_class_0,44057,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-14 15:57:37,ADMINISTRATION,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7498,st_step_class_0,44054,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-03-15 07:25:27,BUDGET OWNER,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7499,st_step_class_0,44056,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-15 21:12:28,SUPERVISOR,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7500,st_step_class_0,44060,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-22 16:26:09,EMPLOYEE,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7501,st_step_class_0,44059,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-22 16:36:09,ADMINISTRATION,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7502,st_step_class_0,44058,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-03-26 12:54:04,BUDGET OWNER,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7503,st_step_class_0,44061,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-29 18:35:38,SUPERVISOR,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7504,rp_request_class_15,44052,SYSTEM,Request Payment,2018-04-03 14:45:10,UNDEFINED,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7505,rp_request_class_16,44052,SYSTEM,Payment Handled,2018-04-05 15:30:53,UNDEFINED,44052,44051,31857,65457,320,505,427,2927,3985,503,44052,65457,392,0,44050,UNKNOWN,44053
7506,st_step_class_0,41830,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-15 08:00:20,EMPLOYEE,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7507,st_step_class_0,41831,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-15 08:00:24,ADMINISTRATION,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7508,st_step_class_0,41834,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-15 08:17:49,EMPLOYEE,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7509,st_step_class_0,41835,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-15 08:17:56,ADMINISTRATION,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7510,st_step_class_0,41833,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-03-15 08:50:32,BUDGET OWNER,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7511,st_step_class_0,41828,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-03-15 10:40:19,BUDGET OWNER,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7512,st_step_class_0,41832,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-22 04:15:18,SUPERVISOR,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7513,st_step_class_0,41827,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018-03-22 04:15:19,SUPERVISOR,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7514,rp_request_class_15,41817,SYSTEM,Request Payment,2018-03-22 12:44:29,UNDEFINED,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7515,st_step_class_0,41829,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-03-22 12:44:32,DIRECTOR,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7516,rp_request_class_16,41817,SYSTEM,Payment Handled,2018-03-26 15:31:14,UNDEFINED,41817,41815,41819,65462,1432,505,427,2113,41816,503,41817,65459,4167,0,41814,UNKNOWN,41818
7517,st_step_class_0,41830,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-15 08:00:20,EMPLOYEE,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7518,st_step_class_0,41831,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-15 08:00:24,ADMINISTRATION,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7519,st_step_class_0,41828,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-03-15 10:40:19,BUDGET OWNER,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7520,st_step_class_0,41827,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018-03-22 04:15:19,SUPERVISOR,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7521,st_step_class_0,41829,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-03-22 12:44:32,DIRECTOR,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7522,st_step_class_0,41837,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-07-03 07:26:27,EMPLOYEE,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7523,st_step_class_0,41838,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-07-03 07:26:30,ADMINISTRATION,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7524,st_step_class_0,41839,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-07-11 14:04:09,BUDGET OWNER,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7525,st_step_class_0,41836,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-18 03:15:06,SUPERVISOR,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7526,rp_request_class_15,41820,SYSTEM,Request Payment,2018-07-19 06:21:06,UNDEFINED,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7527,rp_request_class_16,41820,SYSTEM,Payment Handled,2018-07-23 15:31:11,UNDEFINED,41820,41815,41819,65462,1025,505,427,2113,41816,503,41820,65459,4167,0,41814,UNKNOWN,41821
7528,st_step_class_0,41830,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-15 08:00:20,EMPLOYEE,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7529,st_step_class_0,41831,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-15 08:00:24,ADMINISTRATION,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7530,st_step_class_0,41828,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-03-15 10:40:19,BUDGET OWNER,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7531,st_step_class_0,41827,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018-03-22 04:15:19,SUPERVISOR,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7532,st_step_class_0,41829,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-03-22 12:44:32,DIRECTOR,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7533,st_step_class_0,41846,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-06-14 07:24:56,EMPLOYEE,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7534,st_step_class_0,41844,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-06-14 07:25:07,ADMINISTRATION,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7535,st_step_class_0,41845,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-06-20 10:05:58,EMPLOYEE,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7536,st_step_class_0,41843,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-06-20 12:09:16,EMPLOYEE,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7537,st_step_class_0,41842,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-06-20 12:09:24,ADMINISTRATION,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7538,st_step_class_0,41840,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-06-21 11:14:13,BUDGET OWNER,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7539,st_step_class_0,41841,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-26 10:35:22,SUPERVISOR,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7540,rp_request_class_15,41822,SYSTEM,Request Payment,2018-06-28 11:10:29,UNDEFINED,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7541,rp_request_class_16,41822,SYSTEM,Payment Handled,2018-07-02 15:31:20,UNDEFINED,41822,41815,41819,65462,769,505,427,2113,41816,503,41822,65459,4167,0,41814,UNKNOWN,41823
7542,st_step_class_0,67313,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-15 10:33:42,EMPLOYEE,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7543,st_step_class_0,67314,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-15 10:35:44,ADMINISTRATION,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7544,st_step_class_0,67316,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-03-16 09:03:47,BUDGET OWNER,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7545,st_step_class_0,67315,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-20 09:25:02,SUPERVISOR,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7546,st_step_class_0,67318,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-04-24 09:47:02,EMPLOYEE,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7547,st_step_class_0,67317,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-04-24 09:48:03,ADMINISTRATION,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7548,st_step_class_0,67320,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-04-24 10:21:47,BUDGET OWNER,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7549,st_step_class_0,67319,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-26 07:05:34,SUPERVISOR,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7550,rp_request_class_15,67309,SYSTEM,Request Payment,2018-04-26 07:05:36,UNDEFINED,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7551,rp_request_class_16,67309,SYSTEM,Payment Handled,2018-04-30 15:31:12,UNDEFINED,67309,67308,UNKNOWN,65469,329,UNKNOWN,UNKNOWN,1755,UNKNOWN,503,67309,65454,1381,0,67307,UNKNOWN,67310
7552,st_step_class_0,185494,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-15 11:01:42,EMPLOYEE,185492,UNKNOWN,UNKNOWN,65463,1161,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,185492,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN
7553,st_step_class_0,185493,STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,2018-03-15 11:01:49,ADMINISTRATION,185492,UNKNOWN,UNKNOWN,65463,1161,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,185492,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN
7554,st_step_class_0,185495,STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,2018-03-16 09:25:50,EMPLOYEE,185492,UNKNOWN,UNKNOWN,65463,1161,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,185492,UNKNOWN,0,0,UNKNOWN,UNKNOWN,UNKNOWN
7555,st_step_class_0,44071,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-15 11:10:54,EMPLOYEE,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7556,st_step_class_0,44072,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-15 11:11:00,ADMINISTRATION,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7557,st_step_class_0,44075,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-15 11:17:42,EMPLOYEE,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7558,st_step_class_0,44076,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-15 11:17:51,ADMINISTRATION,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7559,st_step_class_0,44074,STAFF MEMBER,Request For Payment APPROVED by BUDGET OWNER,2018-03-15 11:49:15,BUDGET OWNER,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7560,st_step_class_0,44070,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-03-20 07:50:08,BUDGET OWNER,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7561,st_step_class_0,44077,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-22 04:15:18,SUPERVISOR,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7562,rp_request_class_15,44064,SYSTEM,Request Payment,2018-03-22 09:26:18,UNDEFINED,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7563,st_step_class_0,44069,STAFF MEMBER,Permit APPROVED by SUPERVISOR,2018-03-26 07:42:50,SUPERVISOR,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7564,st_step_class_0,44073,STAFF MEMBER,Permit FINAL_APPROVED by DIRECTOR,2018-03-26 09:07:41,DIRECTOR,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7565,rp_request_class_16,44064,SYSTEM,Payment Handled,2018-03-26 15:31:14,UNDEFINED,44064,44063,44066,65461,861,505,427,1969,33048,503,44064,65456,2821,0,44062,UNKNOWN,44065
7566,st_step_class_0,41860,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-15 11:47:51,EMPLOYEE,41856,41855,UNKNOWN,65454,368,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,41856,65460,1264,0,41854,UNKNOWN,41857
7567,st_step_class_0,41862,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-15 11:47:54,ADMINISTRATION,41856,41855,UNKNOWN,65454,368,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,41856,65460,1264,0,41854,UNKNOWN,41857
7568,st_step_class_0,41861,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-15 12:00:43,SUPERVISOR,41856,41855,UNKNOWN,65454,368,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,41856,65460,1264,0,41854,UNKNOWN,41857
7569,st_step_class_0,41864,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-15 12:00:52,EMPLOYEE,41856,41855,UNKNOWN,65454,368,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,41856,65460,1264,0,41854,UNKNOWN,41857
7570,st_step_class_0,41863,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-15 12:01:15,ADMINISTRATION,41856,41855,UNKNOWN,65454,368,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,41856,65460,1264,0,41854,UNKNOWN,41857
7571,st_step_class_0,41865,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-15 12:18:25,SUPERVISOR,41856,41855,UNKNOWN,65454,368,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,41856,65460,1264,0,41854,UNKNOWN,41857
7572,rp_request_class_15,41856,SYSTEM,Request Payment,2018-03-16 11:30:19,UNDEFINED,41856,41855,UNKNOWN,65454,368,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,41856,65460,1264,0,41854,UNKNOWN,41857
7573,rp_request_class_16,41856,SYSTEM,Payment Handled,2018-03-19 16:30:54,UNDEFINED,41856,41855,UNKNOWN,65454,368,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,41856,65460,1264,0,41854,UNKNOWN,41857
7574,st_step_class_0,13690,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-15 11:55:26,EMPLOYEE,13686,13685,UNKNOWN,65454,455,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,13686,65460,469,0,13684,UNKNOWN,13687
7575,st_step_class_0,13691,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-15 11:55:28,ADMINISTRATION,13686,13685,UNKNOWN,65454,455,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,13686,65460,469,0,13684,UNKNOWN,13687
7576,st_step_class_0,13695,STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,2018-03-15 11:57:24,EMPLOYEE,13686,13685,UNKNOWN,65454,455,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,13686,65460,469,0,13684,UNKNOWN,13687
7577,st_step_class_0,13693,STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,2018-03-15 11:59:39,ADMINISTRATION,13686,13685,UNKNOWN,65454,455,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,13686,65460,469,0,13684,UNKNOWN,13687
7578,st_step_class_0,13692,STAFF MEMBER,Permit FINAL_APPROVED by SUPERVISOR,2018-03-15 12:00:50,SUPERVISOR,13686,13685,UNKNOWN,65454,455,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,13686,65460,469,0,13684,UNKNOWN,13687
7579,st_step_class_0,13694,STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-15 12:17:04,SUPERVISOR,13686,13685,UNKNOWN,65454,455,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,13686,65460,469,0,13684,UNKNOWN,13687
7580,rp_request_class_15,13686,SYSTEM,Request Payment,2018-03-16 11:30:21,UNDEFINED,13686,13685,UNKNOWN,65454,455,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,13686,65460,469,0,13684,UNKNOWN,13687
7581,rp_request_class_16,13686,SYSTEM,Payment Handled,2018-03-19 16:30:54,UNDEFINED,13686,13685,UNKNOWN,65454,455,UNKNOWN,UNKNOWN,1114,UNKNOWN,503,13686,65460,469,0,13684,UNKNOWN,13687
7582,st_step_class_0,25320,STAFF MEMBER,Permit SUBMITTED by EMPLOYEE,2018-03-15 14:31:39,EMPLOYEE,25316,25315,UNKNOWN,65465,1163,UNKNOWN,UNKNOWN,5650,UNKNOWN,503,25316,65464,1163,0,25314,UNKNOWN,25317
7583,st_step_class_0,25321,STAFF MEMBER,Permit APPROVED by ADMINISTRATION,2018-03-15 14:31:49,ADMINISTRATION,25316,25315,UNKNOWN,65465,1163,UNKNOWN,UNKNOWN,5650,UNKNOWN,503,25316,65464,1163,0,25314,UNKNOWN,25317
7584,st_step_class_0,25318,STAFF MEMBER,Permit APPROVED by BUDGET OWNER,2018-03-16 08:36:21,BUDGET OWNER,25316,25315,UNKNOWN,65465,1163,UNKNOWN,UNKNOWN,5650,UNKNOWN,503,25316,65464,1163,0,25314,UNKNOWN,25317
